2025-08-23 12:16:34.040 | INFO     | __main__:generate_unique_graphs:40 - 开始生成 1000 个不重复的图...
2025-08-23 12:16:34.083 | INFO     | __main__:generate_unique_graphs:71 - 已生成 100 个图...
2025-08-23 12:16:34.117 | INFO     | __main__:generate_unique_graphs:71 - 已生成 200 个图...
2025-08-23 12:16:34.153 | INFO     | __main__:generate_unique_graphs:71 - 已生成 300 个图...
2025-08-23 12:16:34.187 | INFO     | __main__:generate_unique_graphs:71 - 已生成 400 个图...
2025-08-23 12:16:34.222 | INFO     | __main__:generate_unique_graphs:71 - 已生成 500 个图...
2025-08-23 12:16:34.256 | INFO     | __main__:generate_unique_graphs:71 - 已生成 600 个图...
2025-08-23 12:16:34.288 | INFO     | __main__:generate_unique_graphs:71 - 已生成 700 个图...
2025-08-23 12:16:34.326 | INFO     | __main__:generate_unique_graphs:71 - 已生成 800 个图...
2025-08-23 12:16:34.360 | INFO     | __main__:generate_unique_graphs:71 - 已生成 900 个图...
2025-08-23 12:16:34.394 | INFO     | __main__:generate_unique_graphs:71 - 已生成 1000 个图...
2025-08-23 12:16:34.395 | INFO     | __main__:generate_unique_graphs:76 - 成功生成 1000 个不重复的图
2025-08-23 12:16:34.422 | INFO     | __main__:save_graphs_to_json:89 - 图数据已保存
2025-08-23 12:16:34.425 | INFO     | __main__:<module>:98 - 总共生成了 1000 个图2025-08-31 18:44:00.668 | INFO     | user:run_mechanism:89 - 开始运行机制，参数：T=3, K=3, B=1, M=1.7638
2025-08-31 18:44:00.668 | INFO     | mechanism:phase1_exploration:19 - 阶段1：轮流委托每个服务商1次
2025-08-31 18:44:00.668 | INFO     | mechanism:phase1_exploration:22 -   委托服务商1 1次
2025-08-31 18:44:31.651 | INFO     | user:run_mechanism:89 - 开始运行机制，参数：T=3, K=3, B=1, M=1.7638
2025-08-31 18:44:31.651 | INFO     | mechanism:phase1_exploration:19 - 阶段1：轮流委托每个服务商1次
2025-08-31 18:44:31.651 | INFO     | mechanism:phase1_exploration:22 -   委托服务商1 1次
2025-08-31 18:44:31.651 | INFO     | mechanism:phase1_exploration:22 -   委托服务商2 1次
2025-08-31 18:44:31.651 | INFO     | mechanism:phase1_exploration:22 -   委托服务商3 1次
2025-08-31 18:44:31.651 | INFO     | mechanism:phase1_exploration:64 -   更新后的值：δ1=1.9930, δ2=2.2996
2025-08-31 18:44:31.652 | INFO     | mechanism:phase1_exploration:83 -   阶段1完成，最佳服务商：2，平均效用：9.9706
2025-08-31 18:44:31.652 | INFO     | mechanism:phase1_exploration:84 -   第二好效用：9.5415
2025-08-31 18:44:31.652 | INFO     | mechanism:phase2_exploitation:97 - 阶段2：委托最佳服务商2
2025-08-31 18:44:31.652 | INFO     | mechanism:phase2_exploitation:103 -   计划委托0次，阈值：7.7777
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:58 - 
=== 博弈结果 ===
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:59 - 总时间步数：3
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:60 - 实际委托次数：3
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:61 - 最佳服务商：2
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:63 - 
各服务商统计：
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:65 -   服务商1:
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:66 -     委托次数：1
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:67 -     总价格：0.4585
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:68 -     总回报：10.0000
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:69 -     平均回报：10.0000
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:70 -     用户效用：9.5415
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:65 -   服务商2:
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:66 -     委托次数：1
2025-08-31 18:44:31.652 | INFO     | __main__:create_example_scenario:67 -     总价格：0.0294
2025-08-31 18:44:31.653 | INFO     | __main__:create_example_scenario:68 -     总回报：10.0000
2025-08-31 18:44:31.653 | INFO     | __main__:create_example_scenario:69 -     平均回报：10.0000
